GroupingCategory;CategoryDescriptionNOB;CategoryDescriptionENG;GroupingCode;CodeDescriptionNOB;CodeDescriptionENG
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1205;Personbiler, maskiner, inventar;Cars, machinery and fixtures and fittings
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1221;Skip, rigger mv.;Ships, rigs, etc.
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1225;Fly, helikopter mv.;Aircrafts, helicopters, etc.
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1238;Vare- og lastebiler, busser mv.;Vans and trucks, buses, etc.
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1239;Varebiler med nullutslipp;Vans with zero emissions
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1280;Kontormaskiner o.l.;Office equipment, etc.
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1290;Andre driftsmidler;Other fixed assets
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1295;Driftsmidler som avskrives lineært;Fixed assets depreciated on a straight-line basis
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1296;Negativ gevinst- og tapskonto;Negative profit and loss account
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1298;Negativ tømmerkonto;Negative timber account
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1312;Investeringer i datter- og konsernselskap med deltakerfastsetting;Investments in subsidiaries and companies in a group assessed as a partnership
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1313;Investeringer i andre datter- og konsernselskap;Investments in other subsidiaries and companies in a group
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1320;Lån til foretak i samme konsern;Loans to enterprises within the same group
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1331;Investeringer i tilknyttede selskap med deltakerfastsetting;Investments in associated companies assessed as a partnership
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1332;Investeringer i andre tilknyttede selskap;Investments in other associated companies
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1340;Lån til tilknyttet selskap og felles kontrollert virksomhet;Loans to associated companies and jointly controlled enterprises
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1350;Investeringer i aksjer, andeler og verdipapirfondsandeler;Investments in shares, holdings and units in securities funds
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1360;Obligasjoner;Bonds
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1370;Fordringer på personlige eiere, styremedl. o.l.;Receivables from personal owners, board members, etc.
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1380;Krav/fordringer mot ansatte;Claims towards/receivables from employees
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1390;Andre langsiktige fordringer;Other non-current receivables
balanseverdiForAnleggsmiddel;Næringsspesifikasjon;Income Statement;1395;Netto pensjonsmidler;Net pension funds
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1400;Varelager;Inventory
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1401;Beholdning av egenproduserte varer for bruk i egen jordbruksvirksomhet;Stock of self-manufactured goods for use in own agricultural activity
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1470;Mindreuttak av petroleumsprodukter;Reduced withdrawal of petroleum products
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1490;Biologiske eiendeler;Biological assets
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1500;Kundefordringer;Accounts receivable
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1501;Kunderfordringer på selskap i samme konsern;Trade debtors relating to companies in the same group
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1530;Opptjente ikke fakturerte driftsinntekter;Earned, non-invoiced operating revenues
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1560;Andre fordringer på selskap i samme konsern;Other receivables from companies in the same group
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1565;Kortsiktige fordringer mot personlig eier, styremedlem o.l.;Current receivables concerning personal owners/board members, etc.
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1570;Andre kortsiktige krav/fordringer;Other current claims/receivables
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1780;Krav på innbetalt selskapskapital;Claims for paid-up company capital
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1800;Ikke-markedsbaserte aksjer og verdipapirfondsandeler;Non-market based shares and units in securities funds
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1810;Markedsbaserte aksjer og verdipapirfondsandeler;Market-based shares and units in securities funds
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1830;Markedsbaserte obligasjoner, sertifikater mv.;Market-based bonds, certificates, etc.
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1840;Andre obligasjoner og sertifikater;Other bonds and certificates
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1880;Andre finansielle instrumenter;Other financial instruments
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1895;Andel i selskap med deltakerfastsetting;Ownership interest in a business assessed as a partnership
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1900;Kontanter;Cash
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1920;Bankinnskudd;Bank deposits
balanseverdiForOmloepsmiddel;Næringsspesifikasjon;Income Statement;1950;Bankinnskudd for skattetrekk;Deposits on a tax deduction account
egenkapital;Næringsspesifikasjon;Income Statement;2000;Aksjekapital/Egenkapital andre foretak;Share capital/Equity other enterprises
egenkapital;Næringsspesifikasjon;Income Statement;2010;Egne aksjer;Own shares
egenkapital;Næringsspesifikasjon;Income Statement;2015;Felleseid andelskapital;Jointly owned share capital
egenkapital;Næringsspesifikasjon;Income Statement;2020;Overkurs;Premium
egenkapital;Næringsspesifikasjon;Income Statement;2030;Annen innskutt egenkapital;Other contributed equity
egenkapital;Næringsspesifikasjon;Income Statement;2041;Fond for etterbetaling;Fund for retroactive payment
egenkapital;Næringsspesifikasjon;Income Statement;2042;Medlemskapitalkonto;Member capital account
egenkapital;Næringsspesifikasjon;Income Statement;2043;Fond for vurderingsforskjeller;Fund for valuation differences
egenkapital;Næringsspesifikasjon;Income Statement;2045;Fond for urealiserte gevinster;Fund for unrealised gains
egenkapital;Næringsspesifikasjon;Income Statement;2050;Positiv egenkapital;Positive equity
egenkapital;Næringsspesifikasjon;Income Statement;2055;Avsatt utbytte - IFRS;Provisions for dividend – IFRS
egenkapital;Næringsspesifikasjon;Income Statement;2080;Negativ egenkapital;Negative equity
egenkapital;Næringsspesifikasjon;Income Statement;2095;Negativ saldo;Negative balance
egenkapital;Næringsspesifikasjon;Income Statement;2096;Positiv gevinst og tapskonto;Positive profit and loss account
egenkapital;Næringsspesifikasjon;Income Statement;2097;Betinget avsatt gevinst;Provisions for conditional gain
egenkapital;Næringsspesifikasjon;Income Statement;2098;Positiv tømmerkonto;Positive timber account
langsiktigGjeld;Næringsspesifikasjon;Income Statement;2100;Pensjonsforpliktelser;Pension liabilities
langsiktigGjeld;Næringsspesifikasjon;Income Statement;2120;Utsatt skatt;Deferred tax
langsiktigGjeld;Næringsspesifikasjon;Income Statement;2130;Derivater;Derivatives
langsiktigGjeld;Næringsspesifikasjon;Income Statement;2160;Uopptjent inntekt;Unearned income
langsiktigGjeld;Næringsspesifikasjon;Income Statement;2180;Avsetninger for forpliktelser;Provisions for liabilities
langsiktigGjeld;Næringsspesifikasjon;Income Statement;2185;Avsetninger for fjerning- og nedstengningsforpliktelser;Provisions for removal and closure obligations
langsiktigGjeld;Næringsspesifikasjon;Income Statement;2200;Konvertible lån;Convertible loans
langsiktigGjeld;Næringsspesifikasjon;Income Statement;2210;Obligasjonslån;Bond loans
langsiktigGjeld;Næringsspesifikasjon;Income Statement;2220;Langsiktig gjeld til banker og andre kredittinstitusjoner;Long-term debt to banks and other credit institutions
langsiktigGjeld;Næringsspesifikasjon;Income Statement;2250;Gjeld til ansatte og personlige eiere;Debt to employees and personal owners
langsiktigGjeld;Næringsspesifikasjon;Income Statement;2260;Gjeld til selskap i samme konsern;Debt to companies in the same group
langsiktigGjeld;Næringsspesifikasjon;Income Statement;2280;Stille interessentinnskudd og ansvarlig lånekapital;Contributions by silent partners and subordinated loan capital
langsiktigGjeld;Næringsspesifikasjon;Income Statement;2290;Annen langsiktig gjeld;Other long-term debt
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2310;Konvertible lån;Convertible loans
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2320;Obligasjonslån;Bond loans
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2330;Derivater;Derivatives
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2380;Kortsiktig gjeld til banker og andre kredittinstitusjoner;Short-term debt to banks and other credit institutions
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2400;Gjeld til leverandører;Debt to suppliers
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2460;Leverandørgjeld til selskap i samme konsern;Debts to suppliers that are companies in the same group
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2470;Meruttak av petroleumsprodukter;Additional withdrawal of petroleum products
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2500;Betalbar skatt, ikke fastsatt;Payable tax, not assessed
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2510;Betalbar skatt, fastsatt;Payable tax, assessed
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2600;Skattetrekk og andre trekk;Deducted tax and other deductions
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2740;Oppgjørskonto merverdiavgift;Settlement account for VAT
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2770;Skyldig arbeidsgiveravgift;Unpaid employers’ national insurance contributions
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2790;Andre offentlige avgifter;Other public taxes and duties
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2800;Avsatt utbytte;Provisions for dividend
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2900;Forskudd fra kunder;Advances from customers
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2910;Gjeld til ansatte og personlige eiere;Debt to employees and personal owners
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2920;Gjeld til selskap i samme konsern;Debt to companies in the same group
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2949;Skyldig lønn og feriepenger med mer;Unpaid salary and holiday pay, etc.
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2950;Skyldige gjeldsrenter;Unpaid interest on debt
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2970;Uopptjent inntekt;Unearned income
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2980;Avsetninger for forpliktelser;Provisions for liabilities
kortsiktigGjeld;Næringsspesifikasjon;Income Statement;2990;Annen kortsiktig gjeld;Other short-term debt
salgsinntekt;Næringsspesifikasjon;Income Statement;3000;Salgsinntekt og uttak, avgiftspliktig;Sales revenue and withdrawals subject to VAT
salgsinntekt;Næringsspesifikasjon;Income Statement;3001;Salgsinntekter og uttak av olje;Sales revenue and withdrawals of oil
salgsinntekt;Næringsspesifikasjon;Income Statement;3002;Salgsinntekter og uttak av tørrgass;Sales revenue and withdrawals of dry gas
salgsinntekt;Næringsspesifikasjon;Income Statement;3003;Salgsinntekter og uttak av våtgass;Sales revenue and withdrawals of wet gas
salgsinntekt;Næringsspesifikasjon;Income Statement;3004;Tariffinntekt rørledning;Tariff revenue pipeline
salgsinntekt;Næringsspesifikasjon;Income Statement;3005;Tariffinntekt prosessering;Tariff revenue processing
salgsinntekt;Næringsspesifikasjon;Income Statement;3006;Timer viderefakturert;Re-invoicing of hours
salgsinntekt;Næringsspesifikasjon;Income Statement;3007;Annen kostnad viderefakturert;Re-invoicing of other costs
salgsinntekt;Næringsspesifikasjon;Income Statement;3008;Endring i mer-/mindreuttak av petroleumsprodukter;Change in more/less withdrawal of petroleum products
salgsinntekt;Næringsspesifikasjon;Income Statement;3100;Salgsinntekt og uttak, avgiftsfritt;Sales and withdrawals with zero rate VAT
salgsinntekt;Næringsspesifikasjon;Income Statement;3200;Salgsinntekt og uttak, utenfor merverdiavgiftsloven;Sales and withdrawals outside the scope of the VAT Act
salgsinntekt;Næringsspesifikasjon;Income Statement;3300;Spesielle offentlige avgifter vedrørende salg;Excise duties on sales
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3400;Offentlig tilskudd/refusjon;Government subsidies and reimbursements
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3410;Kompensasjon for stort omsetningsfall på grunn av koronapandemien;Compensation for large drops in revenue resulting from the coronavirus pandemic
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3500;Endring uopptjent inntekt;Change in unearned income
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3600;Leieinntekt fast eiendom;Rental income from real property
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3650;Leieinntekt av rettigheter - jakt, fiske, mv.;Rental income from rights to hunting, fishing, etc
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3695;Annen leieinntekt;Other rental income
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3700;Provisjonsinntekt;Commission income
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3710;Lisens-, patent- og royaltyinntekt;Licence, patent and royalty income
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3850;Verdiendringer av investeringseiendommer etter IFRS;Changes in value of investment properties according to IFRS
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3870;Verdiendringer biologiske eiendeler etter IFRS;Changes in value of biological assets according to IFRS
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3880;Gevinst ved avgang av immaterielle eiendeler og varige driftsmidler;Gain from disposal of intangible assets and fixed tangible assets
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3885;Gevinst ved avgang av finansielle anleggsmidler;Gain from disposal of financial fixed assets
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3886;Gevinst ved overdragelse av tillatelse til petroleumsvirksomhet;Gain on the transfer of licences for petroleum activities
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3890;Inntektsføring fra positiv gevinst-/tapskonto;Income from profit and loss account
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3895;Inntektsføring fra negativ saldo;Recognition of income from a negative balance
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3900;Andre driftsinntekter;Other operating revenues
annenDriftsinntekt;Næringsspesifikasjon;Income Statement;3910;Inntektsføring fra tømmerkonto;Income from a timber account
varekostnad;Næringsspesifikasjon;Income Statement;4001;Letekostnader;Exploration costs
varekostnad;Næringsspesifikasjon;Income Statement;4002;Utbyggingskostnader;Development costs
varekostnad;Næringsspesifikasjon;Income Statement;4003;Produksjonskostnader;Production costs
varekostnad;Næringsspesifikasjon;Income Statement;4004;Handling fee / Service fee / Trading fee;Handling fee / Service fee / Trading fee
varekostnad;Næringsspesifikasjon;Income Statement;4005;Varekostnader inklusiv endring i beholdningen;Cost of goods including change in stock
varekostnad;Næringsspesifikasjon;Income Statement;4007;Endring i mer-/mindreuttak av petroleumsprodukter;Change in more/less withdrawal of petroleum products
varekostnad;Næringsspesifikasjon;Income Statement;4008;Fjernings- og nedstengningskostnader;Removal and shutdown costs
varekostnad;Næringsspesifikasjon;Income Statement;4295;Beholdningsendring av varer under tilvirkning og ferdig tilv. Varer;Change in stock of complete and incomplete self-manufactured goods
varekostnad;Næringsspesifikasjon;Income Statement;4500;Innleid arbeidskraft;Hired labour
varekostnad;Næringsspesifikasjon;Income Statement;4995;Beholdningsendring av egentilvirkede anleggsmidler;Change in stock of self-manufactured fixed assets
loennskostnad;Næringsspesifikasjon;Income Statement;5000;Lønn, feriepenger mv.;Salary and holiday pay, etc.
loennskostnad;Næringsspesifikasjon;Income Statement;5300;Annen opplysningspliktig godtgjørelse;Other remunerations carrying a reporting obligation
loennskostnad;Næringsspesifikasjon;Income Statement;5400;Arbeidsgiveravgift;Employer’s national insurance contributions
loennskostnad;Næringsspesifikasjon;Income Statement;5420;Opplysningspliktig pensjonskostnad;Pension costs subject to a reporting obligation
loennskostnad;Næringsspesifikasjon;Income Statement;5600;Arbeidsgodtgjørelse til eiere i ANS mv.;Remuneration for work performed by owners in a partnership (ANS etc.)
loennskostnad;Næringsspesifikasjon;Income Statement;5900;Annen personalkostnad;Other personnel costs
loennskostnad;Næringsspesifikasjon;Income Statement;5950;Egen pensjonsordning;Own pension scheme
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6000;Avskrivning på varige driftsmidler og immaterielle eiendeler;Depreciation of fixed assets
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6001;Avskrivning på produksjonsinnretning  og rørledning;Depreciation of production equipment and pipeline
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6002;Avskrivning på fjernings- og nedstengningseiendeler;Depreciation of fixed assets removal and shutdown assets
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6004;Annen avskrivning;Other depreciation
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6050;Nedskrivning på varige driftsmidler og immaterielle eiendeler;Write-downs of tangible fixed assets and intangible assets
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6051;Nedskrivning på produksjonsinnretning og rørledning;Write-downs of production equipment and pipeline
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6052;Nedskrivning på aktiverte letekostnader;Write-downs of captalized exploration costs
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6053;Nedskrivning på anlegg under utførelse;Write-downs of plant under construction
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6054;Annen nedskrivning;Other write-downs
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6100;Frakt og transportkostnad vedrørende salg;Shipping and transport costs related to sales
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6110;Frakt og transportkostnad vedrørende salg av olje;Shipping and transport costs related to oil
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6120;Frakt og transportkostnad vedrørende salg av tørrgass;Shipping and transport costs related to dry gas
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6130;Frakt og transportkostnad vedrørende salg av LNG;Shipping and transport costs related to LNG
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6140;Frakt og transportkostnad vedrørende salg av våtgass;Shipping and transport costs related to wet gas
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6200;Energi, brensel mv. vedrørende produksjon;Power and fuel, etc. for manufacture
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6300;Leie lokale;Rent, premises
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6340;Lys, varme;Lighting and heating
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6350;Strøm og oppvarming;Electricity and heating
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6395;Renovasjon, vann, avløp, renhold mv.;Waste disposal, water, sewage, cleaning etc.
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6400;Leie maskiner, inventar og utstyr o.l.;Rental of machines, fixtures and fittings, etc.
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6440;Langtidsleie/leasing av bil;Long-term rental/leasing of vehicle
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6500;Verktøy, inventar med mer som skal kostnadsføres direkte;Tools, fixtures and fittings etc. for direct expense deduction
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6600;Reparasjon og vedlikehold av bygning;Building repairs and maintenance
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6695;Reparasjoner og vedlikehold av utstyr med mer;Repairs and maintenance of equipment, etc.
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6700;Regnskapstjenester, rådgivning med mer;Accountancy and consultancy services, etc.
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6750;Konserntjenester;Group company services
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6751;Kostnadsreduksjon timer viderefakturert;Cost reduction hours re-invoiced
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6752;Kostnadsreduksjon annen kostnad viderefakturert;Cost reduction other costs re-invoiced
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6995;Kontorrekvisita, elektronisk kommunikasjon, porto med mer;Office equipment, electronic communication, postage, etc.
annenDriftskostnad;Næringsspesifikasjon;Income Statement;6998;Privat bruk av elektronisk kommunikasjon;Private use of electronic communication
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7000;Drivstoff transportmiddel;Fuel, means of transport
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7020;Vedlikehold transportmiddel;Maintenance, means of transport
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7040;Forsikring og avgifter transportmidler;Insurance and taxes, means of transport
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7080;Fradrag for bruk av privat bil i næringsvirksomheten;Deductions for the use of a private vehicle in the business activity
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7099;Privat bruk av næringsbil;Private use of a commercial vehicle
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7155;Reise-, diett- og bilgodtgjørelse, opplysningspliktig;Travel, subsistence and car allowances carrying a reporting obligation
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7165;Reise- og diettkostnader, ikke opplysningspliktig;Travel and subsistence expenses, not subject to a reporting obligation
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7295;Provisjonskostnad;Commission costs
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7330;Salgs- og reklamekostnader;Marketing costs
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7350;Representasjonskostnader, fradragsberettiget;Deductible business entertainment costs
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7370;Representasjonskostnader;Business entertainment costs
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7400;Kontingenter, fradragsberettiget;Deductible membership fees
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7420;Gaver, fradragsberettiget;Deductible costs for gifts
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7440;Gaver;Gifts
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7490;Kontingenter;Membership fees
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7500;Forsikringspremie;Insurance premiums
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7501;Driftsforsikring;Operational insurance
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7502;Utbyggingsforsikring;Development insurance
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7503;Annen forsikring;Other insurance
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7565;Garanti- og servicekostnad;Warranty and servicing costs
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7600;Lisens, patent og royaltykostnad;License, patent and royalty costs
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7650;Forskning og utviklingskostnad;Research and development cost
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7651;Tilskudd til vitenskapelig forskning mv jf sktl § 6-42;Grants for scientific research, etc. cf. Tax Act § 6-42
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7700;Annen kostnad;Other costs
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7701;Co2-avgift;CO2 tax
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7830;Tap på fordringer;Losses on receivables
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7860;Tap på kontrakter;Losses on contracts
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7880;Tap ved avgang av immaterielle eiendeler og varige driftsmidler;Losses on the disposal of intangible assets and fixed tangible assets
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7885;Tap ved avgang av finansielle anleggsmidler;Losses on the disposal of financial fixed assets
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7886;Tap ved overdragelse av tillatelse til petroleumsvirksomhet;Loss on the transfer of licenses for petroleum activities
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7890;Fradragsføring av negativ gevinst- og tapskonto;Deductions from profit and loss accounts
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7897;Endring i skattemessig tap på fordringer;Change in tax losses on receivables
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7910;Overført til tømmerkonto av årets overskudd/underskudd;Transferred to timber account from this year’s profit and loss
annenDriftskostnad;Næringsspesifikasjon;Income Statement;7911;Kostnadsføring tømmerkonto;Expense recognition timber account
finansinntekt;Næringsspesifikasjon;Income Statement;8005;Netto positiv resultatandel vedrørende investering i DS, TS og FKV;Net positive share in profits regarding investments in subsidiaries, associated companies and jointly controlled enterprises
finansinntekt;Næringsspesifikasjon;Income Statement;8030;Renteinntekt fra foretak i samme konsern;Interest income from enterprises in the same group
finansinntekt;Næringsspesifikasjon;Income Statement;8050;Annen renteinntekt;Other interest income
finanskostnad;Næringsspesifikasjon;Income Statement;8054;Garantiinntekter fra foretak i samme konsern;Guarantee income from enterprises in the same group
finansinntekt;Næringsspesifikasjon;Income Statement;8059;Garantiinntekt;Guarantee income
finansinntekt;Næringsspesifikasjon;Income Statement;8060;Gevinst ved kursendring på valuta (agio);Gains on fluctuations of currency exchange rates
