GroupingCategory;CategoryDescriptionNOB;CategoryDescriptionENG;GroupingCode;CodeDescriptionNOB;CodeDescriptionENG
RF-1175;Næringsoppgave 1;Income Statement 1;2097;Betinget avsatt gevinst (sktl. §§ 14-70 til 14-73);NA
RF-1175;Næringsoppgave 1;Income Statement 1;2098;Positiv tømmerkonto;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2220;Langsiktig foretaksgjeld til kredittinstitusjoner;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2275;Langsiktig lån i utenlandsk valuta;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2289;Stille interessentinnskudd og ansvarlig lånekapital;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2380;Kortsiktig foretaksgjeld til kredittinstitusjoner;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2400;Leverandørgjeld;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2600;Skattetrekk og andre trekk;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2740;Oppgjørskonto merverdiavgift;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2770;Skyldig arbeidsgiveravgift;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2790;Andre offentlige avgifter;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2800;Avsatt utbytte;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2900;Forskudd fra kunder;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2910;Gjeld til ansatte og eiere;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2949;Lønn, feriepenger o.l.;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2950;Påløpt rente;NA
RF-1175;Næringsoppgave 1;Income Statement 1;2995;Annen gjeld;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3000;Salgsinntekt og uttak, avgiftspliktig;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3100;Salgsinntekt og uttak,avg.fritt innenfor merverdiavgiftsloven;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3200;Salgsinntekt og uttak,utenfor merverdiavgiftsloven;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3300;Offentlige avgifter vedrørende salg;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3400;Offentlige tilskudd/refusjon;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3410;Tilskudd kompensasjonsordning;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3600;Leieinntekt fast eiendom;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3605;Leieinntekt fast eiendom, avgiftspliktig;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3650;Leieinntekt av rettigheter - jakt, fiske mv.;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3695;Andre utleieinntekter;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3700;Provisjonsinntekt;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3890;Inntektsføring fra positiv gevinst-/tapskonto (RF-1219);NA
RF-1175;Næringsoppgave 1;Income Statement 1;3895;Inntektsføring fra saldo;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3900;Andre driftsinntekter;NA
RF-1175;Næringsoppgave 1;Income Statement 1;3910;Årets inntekts-/kostnadsføring fra tømmerkonto;NA
RF-1175;Næringsoppgave 1;Income Statement 1;4005;Varekostnad;NA
RF-1175;Næringsoppgave 1;Income Statement 1;4295;Beholdn.endring av varer under tilvirkning og ferdig tilv. varer;NA
RF-1175;Næringsoppgave 1;Income Statement 1;4500;Fremmedytelse og underentreprise;NA
RF-1175;Næringsoppgave 1;Income Statement 1;4995;Beholdn.endring av egen- tilvirkede anleggsmidler;NA
RF-1175;Næringsoppgave 1;Income Statement 1;5000;Lønn, feriepenger mv.;NA
RF-1175;Næringsoppgave 1;Income Statement 1;5300;Annen opplysningspliktig godtgjørelse;NA
RF-1175;Næringsoppgave 1;Income Statement 1;5400;Arbeidsgiveravgift;NA
RF-1175;Næringsoppgave 1;Income Statement 1;5420;Opplysningspliktig pensjonskostnad;NA
RF-1175;Næringsoppgave 1;Income Statement 1;5900;Annen personalkostnad;NA
RF-1175;Næringsoppgave 1;Income Statement 1;5950;Egen pensjonsordning;NA
RF-1175;Næringsoppgave 1;Income Statement 1;6000;Avskrivninger;NA
RF-1175;Næringsoppgave 1;Income Statement 1;6100;Frakt og transportkostnad vedrørende salg;NA
RF-1175;Næringsoppgave 1;Income Statement 1;6200;Energi, brensel mv. vedrørende produksjon;NA
RF-1175;Næringsoppgave 1;Income Statement 1;6300;Leie av lokaler;NA
RF-1175;Næringsoppgave 1;Income Statement 1;6310;Leasingleie av bil;NA
RF-1175;Næringsoppgave 1;Income Statement 1;6340;Lys, varme;NA
RF-1175;Næringsoppgave 1;Income Statement 1;6395;Renovasjon, vann, avløp, renhold mv.;NA
RF-1175;Næringsoppgave 1;Income Statement 1;6400;Andre leiekostnader;NA
RF-1175;Næringsoppgave 1;Income Statement 1;6500;Verktøy, inventar mv. som ikke skal aktiveres;NA
RF-1175;Næringsoppgave 1;Income Statement 1;6600;Reparasjon og vedlikehold av bygninger;NA
RF-1175;Næringsoppgave 1;Income Statement 1;6695;Reparasjon og vedlikehold - annet;NA
RF-1175;Næringsoppgave 1;Income Statement 1;6700;Fremmed tjeneste (regnskap/ revisjon/rådgivning o.l.);NA
RF-1175;Næringsoppgave 1;Income Statement 1;6995; Kontorkostnader - bl.a. til el. kommunikasjon som inkluderer kostnader til privat bruk;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7000;Drivstoff transportmidler;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7020;Vedlikehold mv. transportmidler;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7040;Forsikringer og avgifter på transportmidler;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7080;Bilkostnader, bruk av privat bil i næring;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7098;Privat bruk av el. kommunikasjon;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7099;Privat bruk av næringsbil;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7155;Reise-/diett- og bilgodtgjørelse, opplysningspliktig;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7165;Reise- og diettkostnader, ikke oppgavepliktig;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7295;Provisjonskostnad;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7330;Salgs- og reklamekostnad;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7350;Representasjonskostnader (med fradragsrett);NA
RF-1175;Næringsoppgave 1;Income Statement 1;7495;Kontingenter (med fradragsrett);NA
RF-1175;Næringsoppgave 1;Income Statement 1;7500;Forsikringspremie;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7565;Garanti- og servicekostnad;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7600;Lisens, patentkostnad royalty o.l.;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7700;Annen kostnad, fradragsberettiget;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7890;Fradragsføring av negativ gevinst-/tapskonto (RF-1219);NA
RF-1175;Næringsoppgave 1;Income Statement 1;7895;Konstaterte tap på fordringer;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7896;Andre konstaterte tap - tap på kontrakter mv.;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7897;Endring i skattemessig nedskrivning kundefordringer;NA
RF-1175;Næringsoppgave 1;Income Statement 1;7910;Overført til tømmerkonto av årets overskudd/underskudd;NA
RF-1175;Næringsoppgave 1;Income Statement 1;8060;Valutagevinst (agio);NA
RF-1175;Næringsoppgave 1;Income Statement 1;8099;Annen kapitalinntekt som ikke er spesifisert i RF-1084 og/ eller RF-1219;NA
RF-1175;Næringsoppgave 1;Income Statement 1;8160;Valutatap (disagio);NA
RF-1175;Næringsoppgave 1;Income Statement 1;8199;Andre kapitalkostnader som ikke er spesifisert i RF-1219;NA
