GroupingCategory;CategoryDescriptionNOB;GroupingCode;CodeDescriptionNOB
KA_K;KOSTRA Arts_K;185;FORSIKRINGER OG UTGIFTER TIL VAKTHOLD OG SIKRING
KA_K;KOSTRA Arts_K;190;LEIE AV LOKALER OG GRUNN
KA_K;KOSTRA Arts_K;195;AVGIFTER, GEBYRER, LISENSER O.L.
KA_K;KOSTRA Arts_K;200;KJØP OG FINANSIELL LEASING AV DRIFTSMIDLER
KA_K;KOSTRA Arts_K;209;MEDISINSK UTSTYR
KA_K;KOSTRA Arts_K;210;KJØP,LEIE OG LEASING AV TRANSPORTMIDLER
KA_K;KOSTRA Arts_K;220;LEIE AV DRIFTSMIDLER 
KA_K;KOSTRA Arts_K;230;VEDLIKEHOLD, BYGG-/ANLEGGSTJENESTER OG NYBYGG/NYANLEGG
KA_K;KOSTRA Arts_K;240;DRIFTSAVTALER, REPARASJONER OG VAKTMESTERTJENESTER
KA_K;KOSTRA Arts_K;250;MATERIALER TIL VEDLIKEHOLD,PÅKOSTNING OG NYBYGG/NYANLEGG
KA_K;KOSTRA Arts_K;260;RENHOLDS- OG VASKERITJENESTER
KA_K;KOSTRA Arts_K;270;ANDRE TJENESTER (SOM INNGÅR I EGENPRODUKSJON)
KA_K;KOSTRA Arts_K;280;GRUNNERVERV
KA_K;KOSTRA Arts_K;285;KJØP AV EKSISTERENDE BYGG/ANLEGG 
KA_K;KOSTRA Arts_K;300;KJØP FRA STATEN
KA_K;KOSTRA Arts_K;330;KJØP FRA FYLKESKOMMUNER
KA_K;KOSTRA Arts_K;350;KJØP FRA KOMMUNER
KA_K;KOSTRA Arts_K;370;KJØP FRA ANDRE (PRIVATE)
KA_K;KOSTRA Arts_K;375;KJØP FRA IKS DER KOMMUNEN/FYLKESKOMMUNEN SELV ER DELTAGER
KA_K;KOSTRA Arts_K;380;KJØP FRA (FYLKES)KOMMUNALT FORETAK I EGEN KOMMUNE/FYLKESKOMMUNE
KA_K;KOSTRA Arts_K;400;OVERFØRING TIL STATEN
KA_K;KOSTRA Arts_K;429;MERVERDIAVGIFT SOM GIR RETT TIL MVAKOMPENSASJON
KA_K;KOSTRA Arts_K;430;OVERFØRING TIL FYLKESKOMMUNER
KA_K;KOSTRA Arts_K;450;OVERFØRING TIL KOMMUNER
KA_K;KOSTRA Arts_K;470;OVERFØRING TIL ANDRE (PRIVATE)
KA_K;KOSTRA Arts_K;475;OVERFØRING TIL IKS DER KOMMUNEN/FYLKESKOMMUNEN SELV ER DELTAGER
KA_K;KOSTRA Arts_K;480;OVERFØRING TIL (FYLKES)KOMMUNALT FORETAK I EGEN KOMMUNE/FYLKESKOMMUNE
KA_K;KOSTRA Arts_K;490;RESERVERTE BEVILGNINGER/AVSETNINGER 
KA_K;KOSTRA Arts_K;500;RENTEUTGIFTER, PROVISJONER OG ANDRE FINANSUTGIFTER
KA_K;KOSTRA Arts_K;501;KONSERNINTERNE RENTEUTGIFTER
KA_K;KOSTRA Arts_K;509;TAP FINANSIELLE INSTRUMENTER
KA_K;KOSTRA Arts_K;510;AVDRAG
KA_K;KOSTRA Arts_K;511;KONSERNINTERNE AVDRAG
KA_K;KOSTRA Arts_K;520;UTLÅN
KA_K;KOSTRA Arts_K;521;KONSERNINTERNE UTLÅN
KA_K;KOSTRA Arts_K;529;KJØP AV AKSJER OG ANDELER
KA_K;KOSTRA Arts_K;530;DEKNING AV TIDLIGERE ÅRS REGNSKAPSMESSIGE MERFORBRUK/DEKNING AV TIDLIGERE ÅRS UDEKKET
KA_K;KOSTRA Arts_K;540;AVSETNINGER TIL DISPOSISJONSFOND
KA_K;KOSTRA Arts_K;548;AVSETNINGER TIL UBUNDNE INVESTERINGSFOND
KA_K;KOSTRA Arts_K;550;AVSETNINGER TIL BUNDNE FOND
KA_K;KOSTRA Arts_K;570;OVERFØRING TIL INVESTERINGSREGNSKAPET
KA_K;KOSTRA Arts_K;580;REGNSKAPSMESSIG MINDREFORBRUK/UDISPONERT
KA_K;KOSTRA Arts_K;590;AVSKRIVNINGER
KA_K;KOSTRA Arts_K;600;BRUKERBETALING FOR KOMMUNALE TJENESTER
KA_K;KOSTRA Arts_K;620;ANNET SALG AV VARER OG TJENESTER, GEBYRER O.L. UTENFOR AVGIFTSOMRÅDET
KA_K;KOSTRA Arts_K;629;BILLETTINNTEKTER
KA_K;KOSTRA Arts_K;630;HUSLEIEINNTEKTER, FESTEAVGIFTER, UTLEIE AV LOKALER
KA_K;KOSTRA Arts_K;640;AVGIFTSPLIKTIGE GEBYRER
KA_K;KOSTRA Arts_K;650;ANNET AVGIFTSPLIKTIG SALG AV VARER OG TJENESTER
KA_K;KOSTRA Arts_K;660;SALG AV DRIFTSMIDLER
KA_K;KOSTRA Arts_K;670;SALG AV FAST EIENDOM
KA_K;KOSTRA Arts_K;690;FORDELTE UTGIFTER/INTERNSALG
KA_K;KOSTRA Arts_K;700;REFUSJON FRA STATEN
KA_K;KOSTRA Arts_K;710;SYKELØNNSREFUSJON
KA_K;KOSTRA Arts_K;729;KOMPENSASJON FOR MERVERDIAVGIFT
KA_K;KOSTRA Arts_K;730;REFUSJON FRA FYLKESKOMMUNER
KA_K;KOSTRA Arts_K;750;REFUSJON FRA KOMMUNER
KA_K;KOSTRA Arts_K;770;REFUSJON FRA ANDRE (PRIVATE)
KA_K;KOSTRA Arts_K;775;SALG TIL IKS DER KOMMUNEN/FYLKESKOMMUNEN ER DELTAGER
KA_K;KOSTRA Arts_K;780;SALG TIL (FYLKES)KOMMUNALT FORETAK I EGEN KOMMUNE / FYLKESKOMMUNE
KA_K;KOSTRA Arts_K;800;RAMMETILSKUDD
KA_K;KOSTRA Arts_K;810;ANDRE STATLIGE OVERFØRINGER
KA_K;KOSTRA Arts_K;830;OVERFØRING FRA FYLKESKOMMUNER
KA_K;KOSTRA Arts_K;850;OVERFØRING FRA KOMMUNER
KA_K;KOSTRA Arts_K;870;SKATT PÅ INNTEKT OG FORMUE
KA_K;KOSTRA Arts_K;874;EIENDOMSSKATT ANNEN EIENDOM
KA_K;KOSTRA Arts_K;875;EIENDOMSSKATT BOLIGER OG FRITIDSBOLIGER
KA_K;KOSTRA Arts_K;877;ANDRE DIREKTE OG INDIREKTE SKATTER
KA_K;KOSTRA Arts_K;880;OVERFØRINGER FRA (FYLKES)KOMMUNALT FORETAK EGEN KOMMUNE/FYLKESKOMMUNE
KA_K;KOSTRA Arts_K;890;OVERFØRINGER FRA ANDRE (PRIVATE)
KA_K;KOSTRA Arts_K;895;OVERFØRING FRA IKS DER KOMMUNEN/FYLKESKOMMUNEN ER DELTAGER
KA_K;KOSTRA Arts_K;900;RENTEINNTEKTER
KA_K;KOSTRA Arts_K;901;KONSERNINTERNE RENTEINNTEKTER
KA_K;KOSTRA Arts_K;905;UTBYTTE OG EIERUTTAK
KA_K;KOSTRA Arts_K;909;GEVINST FINANSIELLE INSTRUMENTER
KA_K;KOSTRA Arts_K;910;BRUK AV LÅN
KA_K;KOSTRA Arts_K;911;BRUK AV KONSERNINTERNE LÅN
KA_K;KOSTRA Arts_K;920;MOTTATTE AVDRAG PÅ UTLÅN
KA_K;KOSTRA Arts_K;921;MOTTATTE AVDRAG PÅ KONSERNINTERNE LÅN
KA_K;KOSTRA Arts_K;929;SALG AV AKSJER OG ANDELER
KA_K;KOSTRA Arts_K;930;BRUK AV TIDLIGERE ÅRS REGNSKAPSMESSIGE MINDREFORBRUK/BRUK AV TIDLIGERE ÅRS UDISPONERT
KA_K;KOSTRA Arts_K;940;BRUK AV DISPOSISJONSFOND
KA_K;KOSTRA Arts_K;948;BRUK AV UBUNDNE INVESTERINGSFOND
KA_K;KOSTRA Arts_K;950;BRUK AV BUNDNE DRIFTSFOND
KA_K;KOSTRA Arts_K;958;BRUK AV BUNDNE INVESTERINGSFOND
KA_K;KOSTRA Arts_K;970;OVERFØRINGER FRA DRIFTSREGNSKAPET
KA_K;KOSTRA Arts_K;980;REGNSKAPSMESSIG MERFORBRUK/UDEKKET
KA_K;KOSTRA Arts_K;990;MOTPOST AVSKRIVNINGER
KA_K;KOSTRA Arts_K;2.10;KASSE OG BANK
KA_K;KOSTRA Arts_K;2.11;OBLIGASJONER
KA_K;KOSTRA Arts_K;2.12;SERTIFIKATER
KA_K;KOSTRA Arts_K;2.13;KORTSIKTIGE FORDRINGER
KA_K;KOSTRA Arts_K;2.14;KONSERNINTERNE KORTSIKTIGE FORDRINGER
KA_K;KOSTRA Arts_K;2.15;DERIVATER
KA_K;KOSTRA Arts_K;2.18;AKSJER OG ANDELER
KA_K;KOSTRA Arts_K;2.19;PREMIEAVVIK
KA_K;KOSTRA Arts_K;2.17;VARER
KA_K;KOSTRA Arts_K;2.20;PENSJONSMIDLER
KA_K;KOSTRA Arts_K;2.21;AKSJER OG ANDELER
KA_K;KOSTRA Arts_K;2.22;UTLÅN
KA_K;KOSTRA Arts_K;2.23;KONSERNINTERNE LANGSIKTIGE FORDRINGER
KA_K;KOSTRA Arts_K;2.24;UTSTYR, MASKINER OG TRANSPORTMIDLER
KA_K;KOSTRA Arts_K;2.27;FASTE EIENDOMMER OG ANLEGG
KA_K;KOSTRA Arts_K;2.28;IMMATERIELLE EIENDELER
KA_K;KOSTRA Arts_K;2.31;KASSEKREDITTGJELD
KA_K;KOSTRA Arts_K;2.32;ANNEN KORTSIKTIG GJELD
KA_K;KOSTRA Arts_K;2.33;KONSERNINTERN KORTSIKTIG GJELD
KA_K;KOSTRA Arts_K;2.34;DERIVATER
KA_K;KOSTRA Arts_K;2.39;PREMIEAVVIK
KA_K;KOSTRA Arts_K;2.40;PENSJONSFORPLIKTELSE
KA_K;KOSTRA Arts_K;2.41;IHENDEHAVEROBLIGASJONER
KA_K;KOSTRA Arts_K;2.42;IHENDEHAVEROBLIGASJONER MED FORFALL I NESTE REGNSKAPSÅR
KA_K;KOSTRA Arts_K;2.43;SERTIFIKATLÅN
KA_K;KOSTRA Arts_K;2.45;ANDRE LÅN/ANNEN LANGSIKTIG GJELD
KA_K;KOSTRA Arts_K;2.46;AVSETNING FOR FORPLIKTELSER
KA_K;KOSTRA Arts_K;2.47;KONSERNINTERN LANGSIKTIG GJELD
KA_K;KOSTRA Arts_K;2.51;BUNDNE DRIFTSFOND
KA_K;KOSTRA Arts_K;2.53;UBUNDNE INVESTERINGSFOND
KA_K;KOSTRA Arts_K;2.55;BUNDNE INVESTERINGSFOND
KA_K;KOSTRA Arts_K;2.56;DISPOSISJONSFOND
KA_K;KOSTRA Arts_K;2.580;ENDRING I REGNSKAPSPRINSIPP SOM PÅVIRKER AK (INVESTERING)
KA_K;KOSTRA Arts_K;2.581;ENDRING I REGNSKAPSPRINSIPP SOM PÅVIRKER AK (DRIFT)
KA_K;KOSTRA Arts_K;2.5900;REGNSKAPSMESSIG MERFORBRUK
KA_K;KOSTRA Arts_K;2.5950;REGNSKAPSMESSIG MINDREFORBRUK
KA_K;KOSTRA Arts_K;2.5960;UDISPONERT I INVESTERINGSREGNSKAPET
KA_K;KOSTRA Arts_K;2.5970;UDEKKET I INVESTERINGSREGNSKAPET
KA_K;KOSTRA Arts_K;2.5990;KAPITALKONTO
KA_K;KOSTRA Arts_K;2.9100;MEMORIAKONTO UBRUKTE LÅNEMIDLER
KA_K;KOSTRA Arts_K;2.9110;MEMORIAKONTO UBRUKTE KONSERNINTERNE LÅNEMIDLER
KA_K;KOSTRA Arts_K;2.9200;ANDRE MEMORIAKONTI
KA_K;KOSTRA Arts_K;2.9999;MOTKONTO FOR MEMORIAKONTI
