GroupingCategory;CategoryDescriptionNOB;GroupingCode;CodeDescriptionNOB
KA_KS;KOSTRA Arts KS;185;FORSIKRINGER OG UTGIFTER TIL VAKTHOLD OG SIKRING
KA_KS;KOSTRA Arts KS;190;LEIE AV LOKALER OG GRUNN
KA_KS;KOSTRA Arts KS;195;AVGIFTER, GEBYRER, LISENSER O.L.
KA_KS;KOSTRA Arts KS;200;KJØP OG FINANSIELL LEASING AV DRIFTSMIDLER
KA_KS;KOSTRA Arts KS;209;MEDISINSK UTSTYR
KA_KS;KOSTRA Arts KS;210;KJØP,LEIE OG LEASING AV TRANSPORTMIDLER
KA_KS;KOSTRA Arts KS;220;LEIE AV DRIFTSMIDLER 
KA_KS;KOSTRA Arts KS;230;VEDLIKEHOLD, BYGG-/ANLEGGSTJENESTER OG NYBYGG/NYANLEGG
KA_KS;KOSTRA Arts KS;240;DRIFTSAVTALER, REPARASJONER OG VAKTMESTERTJENESTER
KA_KS;KOSTRA Arts KS;250;MATERIALER TIL VEDLIKEHOLD,PÅKOSTNING OG NYBYGG/NYANLEGG
KA_KS;KOSTRA Arts KS;260;RENHOLDS- OG VASKERITJENESTER
KA_KS;KOSTRA Arts KS;270;ANDRE TJENESTER (SOM INNGÅR I EGENPRODUKSJON)
KA_KS;KOSTRA Arts KS;280;GRUNNERVERV
KA_KS;KOSTRA Arts KS;285;KJØP AV EKSISTERENDE BYGG/ANLEGG 
KA_KS;KOSTRA Arts KS;300;KJØP FRA STATEN
KA_KS;KOSTRA Arts KS;330;KJØP FRA FYLKESKOMMUNER
KA_KS;KOSTRA Arts KS;350;KJØP FRA KOMMUNER
KA_KS;KOSTRA Arts KS;370;KJØP FRA ANDRE (PRIVATE)
KA_KS;KOSTRA Arts KS;375;KJØP FRA IKS DER KOMMUNEN/FYLKESKOMMUNEN SELV ER DELTAGER
KA_KS;KOSTRA Arts KS;380;KJØP FRA (FYLKES)KOMMUNALT FORETAK I EGEN KOMMUNE/FYLKESKOMMUNE
KA_KS;KOSTRA Arts KS;400;OVERFØRING TIL STATEN
KA_KS;KOSTRA Arts KS;429;MERVERDIAVGIFT SOM GIR RETT TIL MVAKOMPENSASJON
KA_KS;KOSTRA Arts KS;430;OVERFØRING TIL FYLKESKOMMUNER
KA_KS;KOSTRA Arts KS;450;OVERFØRING TIL KOMMUNER
KA_KS;KOSTRA Arts KS;470;OVERFØRING TIL ANDRE (PRIVATE)
KA_KS;KOSTRA Arts KS;475;OVERFØRING TIL IKS DER KOMMUNEN/FYLKESKOMMUNEN SELV ER DELTAGER
KA_KS;KOSTRA Arts KS;480;OVERFØRING TIL (FYLKES)KOMMUNALT FORETAK I EGEN KOMMUNE/FYLKESKOMMUNE
KA_KS;KOSTRA Arts KS;490;RESERVERTE BEVILGNINGER/AVSETNINGER 
KA_KS;KOSTRA Arts KS;500;RENTEUTGIFTER, PROVISJONER OG ANDRE FINANSUTGIFTER
KA_KS;KOSTRA Arts KS;501;KONSERNINTERNE RENTEUTGIFTER
KA_KS;KOSTRA Arts KS;509;TAP FINANSIELLE INSTRUMENTER
KA_KS;KOSTRA Arts KS;510;AVDRAG
KA_KS;KOSTRA Arts KS;511;KONSERNINTERNE AVDRAG
KA_KS;KOSTRA Arts KS;520;UTLÅN
KA_KS;KOSTRA Arts KS;521;KONSERNINTERNE UTLÅN
KA_KS;KOSTRA Arts KS;529;KJØP AV AKSJER OG ANDELER
KA_KS;KOSTRA Arts KS;530;DEKNING AV TIDLIGERE ÅRS REGNSKAPSMESSIGE MERFORBRUK/DEKNING AV TIDLIGERE ÅRS UDEKKET
KA_KS;KOSTRA Arts KS;540;AVSETNINGER TIL DISPOSISJONSFOND
KA_KS;KOSTRA Arts KS;548;AVSETNINGER TIL UBUNDNE INVESTERINGSFOND
KA_KS;KOSTRA Arts KS;550;AVSETNINGER TIL BUNDNE FOND
KA_KS;KOSTRA Arts KS;570;OVERFØRING TIL INVESTERINGSREGNSKAPET
KA_KS;KOSTRA Arts KS;580;REGNSKAPSMESSIG MINDREFORBRUK/UDISPONERT
KA_KS;KOSTRA Arts KS;590;AVSKRIVNINGER
KA_KS;KOSTRA Arts KS;600;BRUKERBETALING FOR KOMMUNALE TJENESTER
KA_KS;KOSTRA Arts KS;620;ANNET SALG AV VARER OG TJENESTER, GEBYRER O.L. UTENFOR AVGIFTSOMRÅDET
KA_KS;KOSTRA Arts KS;629;BILLETTINNTEKTER
KA_KS;KOSTRA Arts KS;630;HUSLEIEINNTEKTER, FESTEAVGIFTER, UTLEIE AV LOKALER
KA_KS;KOSTRA Arts KS;640;AVGIFTSPLIKTIGE GEBYRER
KA_KS;KOSTRA Arts KS;650;ANNET AVGIFTSPLIKTIG SALG AV VARER OG TJENESTER
KA_KS;KOSTRA Arts KS;660;SALG AV DRIFTSMIDLER
KA_KS;KOSTRA Arts KS;670;SALG AV FAST EIENDOM
KA_KS;KOSTRA Arts KS;690;FORDELTE UTGIFTER/INTERNSALG
KA_KS;KOSTRA Arts KS;700;REFUSJON FRA STATEN
KA_KS;KOSTRA Arts KS;710;SYKELØNNSREFUSJON
KA_KS;KOSTRA Arts KS;729;KOMPENSASJON FOR MERVERDIAVGIFT
KA_KS;KOSTRA Arts KS;730;REFUSJON FRA FYLKESKOMMUNER
KA_KS;KOSTRA Arts KS;750;REFUSJON FRA KOMMUNER
KA_KS;KOSTRA Arts KS;770;REFUSJON FRA ANDRE (PRIVATE)
KA_KS;KOSTRA Arts KS;775;SALG TIL IKS DER KOMMUNEN/FYLKESKOMMUNEN ER DELTAGER
KA_KS;KOSTRA Arts KS;780;SALG TIL (FYLKES)KOMMUNALT FORETAK I EGEN KOMMUNE / FYLKESKOMMUNE
KA_KS;KOSTRA Arts KS;800;RAMMETILSKUDD
KA_KS;KOSTRA Arts KS;810;ANDRE STATLIGE OVERFØRINGER
KA_KS;KOSTRA Arts KS;830;OVERFØRING FRA FYLKESKOMMUNER
KA_KS;KOSTRA Arts KS;850;OVERFØRING FRA KOMMUNER
KA_KS;KOSTRA Arts KS;870;SKATT PÅ INNTEKT OG FORMUE
KA_KS;KOSTRA Arts KS;874;EIENDOMSSKATT ANNEN EIENDOM
KA_KS;KOSTRA Arts KS;875;EIENDOMSSKATT BOLIGER OG FRITIDSBOLIGER
KA_KS;KOSTRA Arts KS;877;ANDRE DIREKTE OG INDIREKTE SKATTER
KA_KS;KOSTRA Arts KS;880;OVERFØRINGER FRA (FYLKES)KOMMUNALT FORETAK EGEN KOMMUNE/FYLKESKOMMUNE
KA_KS;KOSTRA Arts KS;890;OVERFØRINGER FRA ANDRE (PRIVATE)
KA_KS;KOSTRA Arts KS;895;OVERFØRINGER FRA IKS DER KOMMUNEN/FYLKESKOMMUNEN ER DELTAGER
KA_KS;KOSTRA Arts KS;900;RENTEINNTEKTER
KA_KS;KOSTRA Arts KS;901;KONSERNINTERNE RENTEINNTEKTER
KA_KS;KOSTRA Arts KS;905;UTBYTTE OG EIERUTTAK
KA_KS;KOSTRA Arts KS;909;GEVINST FINANSIELLE INSTRUMENTER
KA_KS;KOSTRA Arts KS;910;BRUK AV LÅN
KA_KS;KOSTRA Arts KS;911;BRUK AV KONSERNINTERNE LÅN
KA_KS;KOSTRA Arts KS;920;MOTTATTE AVDRAG PÅ UTLÅN
KA_KS;KOSTRA Arts KS;921;MOTTATTE AVDRAG PÅ KONSERNINTERNE LÅN
KA_KS;KOSTRA Arts KS;929;SALG AV AKSJER OG ANDELER
KA_KS;KOSTRA Arts KS;930;BRUK AV TIDLIGERE ÅRS REGNSKAPSMESSIGE MINDREFORBRUK/BRUK AV TIDLIGERE ÅRS UDISPONERT
KA_KS;KOSTRA Arts KS;940;BRUK AV DISPOSISJONSFOND
KA_KS;KOSTRA Arts KS;948;BRUK AV UBUNDNE INVESTERINGSFOND
KA_KS;KOSTRA Arts KS;950;BRUK AV BUNDNE DRIFTSFOND
KA_KS;KOSTRA Arts KS;958;BRUK AV BUNDNE INVESTERINGSFOND
KA_KS;KOSTRA Arts KS;970;OVERFØRINGER FRA DRIFTSREGNSKAPET
KA_KS;KOSTRA Arts KS;980;REGNSKAPSMESSIG MERFORBRUK/UDEKKET
KA_KS;KOSTRA Arts KS;990;MOTPOST AVSKRIVNINGER
KA_KS;KOSTRA Arts KS;5.10;KASSE OG BANK
KA_KS;KOSTRA Arts KS;5.11;OBLIGASJONER
KA_KS;KOSTRA Arts KS;5.12;SERTIFIKATER
KA_KS;KOSTRA Arts KS;5.13;KORTSIKTIGE FORDRINGER
KA_KS;KOSTRA Arts KS;5.14;KONSERNINTERNE KORTSIKTIGE FORDRINGER
KA_KS;KOSTRA Arts KS;5.15;DERIVATER
KA_KS;KOSTRA Arts KS;5.18;AKSJER OG ANDELER
KA_KS;KOSTRA Arts KS;5.19;PREMIEAVVIK
KA_KS;KOSTRA Arts KS;5.17;VARER
KA_KS;KOSTRA Arts KS;5.20;PENSJONSMIDLER
KA_KS;KOSTRA Arts KS;5.21;AKSJER OG ANDELER
KA_KS;KOSTRA Arts KS;5.22;UTLÅN
KA_KS;KOSTRA Arts KS;5.23;KONSERNINTERNE LANGSIKTIGE FORDRINGER
KA_KS;KOSTRA Arts KS;5.24;UTSTYR, MASKINER OG TRANSPORTMIDLER
KA_KS;KOSTRA Arts KS;5.27;FASTE EIENDOMMER OG ANLEGG
KA_KS;KOSTRA Arts KS;5.28;IMMATERIELLE EIENDELER
KA_KS;KOSTRA Arts KS;5.31;KASSEKREDITTGJELD
KA_KS;KOSTRA Arts KS;5.32;ANNEN KORTSIKTIG GJELD
KA_KS;KOSTRA Arts KS;5.33;KONSERNINTERN KORTSIKTIG GJELD
KA_KS;KOSTRA Arts KS;5.34;DERIVATER
KA_KS;KOSTRA Arts KS;5.39;PREMIEAVVIK
KA_KS;KOSTRA Arts KS;5.40;PENSJONSFORPLIKTELSE
KA_KS;KOSTRA Arts KS;5.41;IHENDEHAVEROBLIGASJONER
KA_KS;KOSTRA Arts KS;5.42;IHENDEHAVEROBLIGASJONER MED FORFALL I NESTE REGNSKAPSÅR
KA_KS;KOSTRA Arts KS;5.43;SERTIFIKATLÅN
KA_KS;KOSTRA Arts KS;5.45;ANDRE LÅN/ANNEN LANGSIKTIG GJELD
KA_KS;KOSTRA Arts KS;5.46;AVSETNING FOR FORPLIKTELSER
KA_KS;KOSTRA Arts KS;5.47;KONSERNINTERN LANGSIKTIG GJELD
KA_KS;KOSTRA Arts KS;5.51;BUNDNE DRIFTSFOND
KA_KS;KOSTRA Arts KS;5.53;UBUNDNE INVESTERINGSFOND
KA_KS;KOSTRA Arts KS;5.55;BUNDNE INVESTERINGSFOND
KA_KS;KOSTRA Arts KS;5.56;DISPOSISJONSFOND
KA_KS;KOSTRA Arts KS;5.580;ENDRING I REGNSKAPSPRINSIPP SOM PÅVIRKER AK (INVESTERING)
KA_KS;KOSTRA Arts KS;5.581;ENDRING I REGNSKAPSPRINSIPP SOM PÅVIRKER AK (DRIFT)
KA_KS;KOSTRA Arts KS;5.5900;REGNSKAPSMESSIG MERFORBRUK
KA_KS;KOSTRA Arts KS;5.5950;REGNSKAPSMESSIG MINDREFORBRUK
KA_KS;KOSTRA Arts KS;5.5960;UDISPONERT I INVESTERINGSREGNSKAPET
KA_KS;KOSTRA Arts KS;5.5970;UDEKKET I INVESTERINGSREGNSKAPET
KA_KS;KOSTRA Arts KS;5.5990;KAPITALKONTO
KA_KS;KOSTRA Arts KS;5.9100;MEMORIAKONTO UBRUKTE LÅNEMIDLER
KA_KS;KOSTRA Arts KS;5.9110;MEMORIAKONTO UBRUKTE KONSERNINTERNE LÅNEMIDLER
KA_KS;KOSTRA Arts KS;5.9200;ANDRE MEMORIAKONTI
KA_KS;KOSTRA Arts KS;5.9999;MOTKONTO FOR MEMORIAKONTI
