GroupingCategory;CategoryDescriptionNOB;GroupingCode;CodeDescriptionNOB
KS;Kontoplan_stat;550;Annen kostnadsgodtgjørelse
KS;Kontoplan_stat;551;Reservert
KS;Kontoplan_stat;552;Reservert
KS;Kontoplan_stat;553;Godtgjørelse til innkalte, klienter og innsatte m.m.
KS;Kontoplan_stat;554;Godtgjørelse til innkalte, klienter og innsatte m.m., fortsettelse
KS;Kontoplan_stat;555;Godtgjørelse til innkalte, klienter og innsatte m.m., fortsettelse
KS;Kontoplan_stat;556;Reservert
KS;Kontoplan_stat;557;Ventelønn (lønnsinnberettet av andre enn virksomheten)
KS;Kontoplan_stat;558;Reservert
KS;Kontoplan_stat;559;Reservert
KS;Kontoplan_stat;570;Lærlingtilskudd
KS;Kontoplan_stat;571;Arbeidsmarkedstiltak
KS;Kontoplan_stat;572;Tilretteleggingstilskudd 
KS;Kontoplan_stat;573;Reservert
KS;Kontoplan_stat;574;Reservert
KS;Kontoplan_stat;575;Reservert
KS;Kontoplan_stat;576;Reservert
KS;Kontoplan_stat;577;Reservert
KS;Kontoplan_stat;578;Reservert
KS;Kontoplan_stat;579;Andre offentlige tilskudd
KS;Kontoplan_stat;580;Refusjon av sykepenger
KS;Kontoplan_stat;581;Refusjon av foreldrepenger
KS;Kontoplan_stat;582;Reservert
KS;Kontoplan_stat;583;Reservert
KS;Kontoplan_stat;584;Reservert
KS;Kontoplan_stat;585;Reservert
KS;Kontoplan_stat;586;Reservert
KS;Kontoplan_stat;587;Reservert
KS;Kontoplan_stat;588;Reservert
KS;Kontoplan_stat;589;Annen refusjon vedrørende arbeidskraft
KS;Kontoplan_stat;590;Gaver til ansatte
