GroupingCategory;CategoryDescriptionNOB;CategoryDescriptionENG;GroupingCode;CodeDescriptionNOB;CodeDescriptionENG
RF-1167;Næringsoppgave 2;Income Statement 2;7000;Drivstoff transportmidler;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7020;Vedlikehold mv. transportmidler;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7040;Forsikring og avgifter på transportmidler;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7080;Bilkostnader, bruk av privat bil i næring;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7099;Privat bruk av næringsbil;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7155;Reise-, diett- og bilgodtgjørelse (opplysningspliktig);NA
RF-1167;Næringsoppgave 2;Income Statement 2;7165;Reise- og diettkostnader (ikke opplysningspliktig);NA
RF-1167;Næringsoppgave 2;Income Statement 2;7295;Provisjonskostnad;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7330;Salgs- og reklamekostnader;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7370;Representasjonskostnader;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7490;Kontingenter;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7500;Forsikringspremie;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7565;Garanti- og servicekostnad;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7600;Lisens, patentkostnad og royalty;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7700;Annen kostnad;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7830;Tap på fordringer;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7880;Tap ved avgang av immatr. eiendeler og varige driftsmidler;NA
RF-1167;Næringsoppgave 2;Income Statement 2;7885;Tap ved avgang av finansielle anleggsmidler;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8005;Netto positiv resultatandel vedr. invest. i DS,TS og FKV;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8030;Renteinntekt fra foretak i samme konsern;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8050;Annen renteinntekt;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8060;Valutagevinst (agio);NA
RF-1167;Næringsoppgave 2;Income Statement 2;8074;Gevinst v/realisasjon av aksjer, egenkap.bevis og fondsandeler;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8079;Annen finansinntekt;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8080;Verdiøkn. av finans. instrumenter vurd. til virkelig verdi;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8090;Inntekt av andre investeringer/utbytte;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8006;Netto neg. resultatandel vedr. investering i DS, TS og FKV;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8100;Verdired. av finans. instrumenter vurd. til virkelig verdi;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8115;Nedskrivning av finansielle eiendeler;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8130;Rentekostnad til foretak i samme konsern;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8150;Annen rentekostnad;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8160;Valutatap (disagio);NA
RF-1167;Næringsoppgave 2;Income Statement 2;8174;Tap ved realisasjon av aksjer,egenkap.bevis og fondsandeler;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8179;Annen finanskostnad;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8300;Betalbar skatt;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8320;Endring utsatt skatt/skattefordel;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8400;Ekstraordinær inntekt;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8500;Ekstraordinær kostnad;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8600;Betalbar skatt;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8620;Endring utsatt skatt/skattefordel;NA
RF-1167;Næringsoppgave 2;Income Statement 2;8910;Andre resultatkomponenter for IFRS-foretak;NA
RF-1167;Næringsoppgave 2;Income Statement 2;9200;Årsresultat/Totalresultat;NA
