GroupingCategory;CategoryDescriptionNOB;CategoryDescriptionENG;GroupingCode;CodeDescriptionNOB;CodeDescriptionENG
RF-1503;Næringsoppgave 7;Income Statement 7;5.86.10;Bygninger og annen fast eiendom, ekskl. aksjer i eiendomsselskaper- Investeringseiendommer;NA
RF-1503;Næringsoppgave 7;Income Statement 7;5.86.20;Bygninger og annen fast eiendom, ekskl. aksjer i eiendomsselskaper- Eierbenyttet eiendom;NA
RF-1503;Næringsoppgave 7;Income Statement 7;5.87.00;Maskiner, inventar og transportmidler;NA
RF-1503;Næringsoppgave 7;Income Statement 7;5.96.00;Leierettigheter;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.55.88;Lån - Verdipapir-/repolån;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.55.90;Lån - Likviditetslån;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.62.80;Påløpte, ikke forfalte kostnader - Lønn, ferielønn, honorarer o.l;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.62.90;Påløpte, ikke forfalte kostnader - Andre kostnader;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.63.70;Mottatte, ikke opptjente inntekter - Leieinntekter;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.63.90;Mottatte, ikke opptjente inntekter - Andre inntekter;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.71.10;Utbytte, konsernbidrag o.l - Utbytte/ egenkapitalbevisrenter siste år;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.71.50;Utbytte, konsernbidrag o.l - Konsernbidrag siste år;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.73.00;I regning med filial;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.75.30;Annen gjeld - Vedrørende direkte forsikring;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.75.40;Annen gjeld - Vedrørende gjenforsikring;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.75.50;Annen gjeld - Premiedepot fra gjenforsikr.foretak;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.75.90;Annen gjeld - Annen gjeld ellers;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.88.00;Finansielle derivater;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.89.00;Forpliktelser knyttet til leierettigheter;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.90.11;Avsetninger o.l. - Periodeskatt (kan være negativ);NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.90.13;Avsetninger o.l. - Forpliktelse ved utsatt skatt knyttet til forsikringsforpliktelser/forsikringstekniske avsetninger under egenkapital;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.90.15;Avsetninger o.l. - Andre forpliktelser ved utsatt skatt;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.90.70;Avsetninger o.l. - Pensjonsforpliktelser;NA
RF-1503;Næringsoppgave 7;Income Statement 7;7.90.90;Avsetninger o.l. - Andre avsetninger;NA
RF-1503;Næringsoppgave 7;Income Statement 7;8.26.11;Avsetning for ikke opptjent bruttopremie;NA
RF-1503;Næringsoppgave 7;Income Statement 7;8.27.11;Brutto erstatningsavsetning;NA
RF-1503;Næringsoppgave 7;Income Statement 7;8.29.00;Avsetning for ikke avløpt risiko;NA
RF-1503;Næringsoppgave 7;Income Statement 7;8.42.11;Ansvarlig lånekapital i form av rentebærende omsettelige verdipapirer, netto - Evigvarende;NA
RF-1503;Næringsoppgave 7;Income Statement 7;8.42.22;Ansvarlig lånekapital i form av rentebærende omsettelige verdipapirer, netto - Ordinære ikke-konvertible;NA
RF-1503;Næringsoppgave 7;Income Statement 7;8.42.24;Ansvarlig lånekapital i form av rentebærende omsettelige verdipapirer, netto - Konvertible;NA
RF-1503;Næringsoppgave 7;Income Statement 7;8.49.11;Fondsobligasjoner - Evigvarende;NA
RF-1503;Næringsoppgave 7;Income Statement 7;8.55.11;Andre ansvarlige lån - Evigvarende;NA
RF-1503;Næringsoppgave 7;Income Statement 7;8.55.20;Andre ansvarlige lån - Andre;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.92.10;Selskapskapital - Aksjekapital;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.92.12;Selskapskapital - Eierandelskapital;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.92.20;Selskapskapital - Garantifond;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.92.30;Selskapskapital - Egne aksjer (negativ);NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.92.32;Selskapskapital - Egne eierandelskapital (negativ);NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.93.10;Annen innskutt egenkapital - Overkurs;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.93.25;Annen innskutt egenkapital - Egenkapitalandel av sammensatte fin. Instrumenter o.a. egenkapitalinstrumenter;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.93.30;Annen innskutt egenkapital - Annen innskutt egenkapital;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.93.49;Annen innskutt egenkapital - Fondsobligasjonskapital;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.96.10;Fond mv. - Fond for vurderingsforskjeller;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.96.20;Fond mv. - Fond for urealiserte gevinster;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.96.70;Fond mv. - Avsetning til naturskadefondet;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.96.80;Fond mv. - Avsetning til garantiordningen;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.98.10;Annen opptjent egenkapital - Utbytte/grunnfondsbev.renter siste år;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.98.42;Annen opptjent egenkapital - Renter på fondsobligasjoner siste år;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.98.50;Annen opptjent egenkapital - Konsernbidrag siste år;NA
RF-1503;Næringsoppgave 7;Income Statement 7;9.98.90;Annen opptjent egenkapital - Øvrig;NA
