GroupingCategory;CategoryDescriptionNOB;CategoryDescriptionENG;GroupingCode;CodeDescriptionNOB;CodeDescriptionENG
RF-1173;Næringsoppgave 4;Income Statement 4;3.51.80;Utlån, brutto balanseført verdi - Repoavtale (gjensalgsavtale);NA
RF-1173;Næringsoppgave 4;Income Statement 4;3.56.10;Tapsnedskrivning på utlån, 12 mnd. forventet kredittap på ”friske” utlån (steg 1);NA
RF-1173;Næringsoppgave 4;Income Statement 4;3.56.30;Nedskrivning som følge av vesentlig økning i kredittrisiko, der det ikke foreligger en tapshendelse (steg 2);NA
RF-1173;Næringsoppgave 4;Income Statement 4;3.56.50;Nedskrivning som følge av vesentlig økning i kredittrisiko, der det foreligger en tapshendelse (steg 3);NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.82.50;Uoppgjorte verdipapirhandler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.82.90;Andre kortsiktige fordringer;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.89.20;Eiendeler ved skatt;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.89.70;Netto pensjonsmidler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.89.90;Øvrige finansielle eiendeler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.91.10;Investeringseiendom;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.91.30;Eierbenyttet eiendom;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.91.50;Overtatte eiendommer;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.94.00;Maskiner, inventar og transportmidler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.96.00;Leierettigheter;
RF-1173;Næringsoppgave 4;Income Statement 4;5.97.10;Goodwill;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.97.90;Andre immaterielle eiendeler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.16.10;Innskudd - Brukskonti;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.16.20;Innskudd - Sparekonti mv. uten binding;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.17.10;Innskudd med oppsigelsesfrist tom. 3 måneder eller bindingstid tom. 2 år ;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.17.90;Innskudd med oppsigelsesfrist over 3 måneder eller bindingstid over 2 år;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.18.10;Skattetrekkskonti;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.18.30;Boligspareordning for ungdom (BSU-konti med skattefradrag);NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.18.40;Konti knyttet til pensjonsavtale/-sparing;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.18.90;Andre innskudd bundet til formÃ¥l uten oppsigelsesfrist eller bindingstid;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.30.11;Obligasjoner med fortrinnsrett (kun for kredittforetak), brutto;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.30.12;Egenbeholdning av obligasjoner med fortrinnsrett;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.30.91;Annen verdipapirgjeld, brutto;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.30.92;Egenbeholdning av andre obligasjoner;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.40.00;Finansielle derivater;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.50.80;Repoavtale (gjenkjøpsavtale);NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.50.90;Øvrige lån;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.82.20;Skattetrekk, arbeidsgiveravgift mv. knyttet til egne ansatte;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.82.50;Uoppgjorte verdipapirhandler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.82.81;Utbytte/egenkapitalbevisrenter siste år;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.82.82;Konsernbidrag siste år;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.82.90;Andre forpliktelser;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.86.10;"12-mnd. forventet kredittap på ""friske"" utlån og garantier (steg 1)";NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.86.30;Tapsavsetninger som følge av vesentlig økning i kredittrisiko, der det ikke foreligger en tapshendelse (steg 2);NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.86.50;Tapsavsetninger som følge av vesentlig økning i kredittrisiko, der det foreligger en tapshendelse (steg 3);NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.87.00;Tapsavsetning på garantier til virkelig verdi;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.89.21;Forpliktelser ved periodeskatt           ;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.89.22;Forpliktelser ved utsatt skatt;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.89.70;Pensjonsforpliktelser;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.89.80;Forpliktelser knyttet til leieavtaler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.89.90;Øvrige forpliktelser;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.31.00;Ansvarlig lånekapital i form av fondsobligasjoner, netto;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.39.00;Ansvarlig lånekap i form av andre rentebærende omsettelige verdipapirer, netto ;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.50.00;Annen ansvarlig lånekapital;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.21.11;Aksjekapital/eierandelskapital;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.21.12;Egne aksjer og egenkapitalbevis;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.21.30;Overkurs;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.21.40;Utjevningsfond;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.23.20;Sparebankens/foreningens fond;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.23.30;Kompensasjonsfond;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.23.40;Gavefond;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.25.00;Fondsobligasjonskapital, netto;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.28.31;Fond for urealiserte gevinster  ;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.28.33;Fond for vurderingsforskjeller;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.28.81;Utbytte/egenkapitalbevisrenter og renter på fondsobligasjoner siste år;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.28.82;Konsernbidrag siste år;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.28.85;Kundeutbytte;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.28.90;Øvrig egenkapital;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.11.1.16.00;Renteinntekter - Bankinnskudd;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.11.2.30.00;Renteinntekter - Rentebærende, omsettelige verdipapirer;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.11.0.40.00;Renteinntekter - Finansielle derivater;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.11.3.50.00;Renteinntekter - Utlån;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.11.0.90.00;Renteinntekter - Øvrige eiendeler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.12.0.00.00;Kredittprovisjonsinntekter;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.20.0.10.00;Provisjons- og gebyrinntekter  - Betalingsformidling;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.20.0.20.00;Provisjons- og gebyrinntekter  - Netto garantiprovisjonsinntekter;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.20.0.90.00;Provisjons- og gebyrinntekter  - Andre provisjoner og gebyrer;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.30.2.20.51;Utbytte, konsernbidrag og resultatavhengig avkastning - Rentefond;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.30.2.20.91;Utbytte, konsernbidrag og resultatavhengig avkastning - Aksjer og andeler regnskaps-ført etter egenkapitalmetoden;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.30.2.20.99;Utbytte, konsernbidrag og resultatavhengig avkastning - Øvrig ;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.60.0.40.00;Netto verdiendringer, gevinst/tap på valuta og finansielle instrumenter - Valuta og finansielle derivater (eiend. og gjeld);NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.60.2.20.00;Netto verdiendringer, gevinst/tap på valuta og finansielle instrumenter - Aksjer, andeler og egenkapitalbevis;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.60.2.30.00;Netto verdiendringer, gevinst/tap på valuta og finansielle instrumenter - Rentebærende, omsettelige verdipapirer;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.60.3.50.00;Netto verdiendringer, gevinst/tap på valuta og finansielle instrumenter - Utlån;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.60.0.96.00;Netto verdiendringer, gevinst/tap på valuta og finansielle instrumenter - Øvrige finansielle eiendeler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;1.60.0.97.00;Netto verdiendringer, gevinst/tap på valuta og finansielle instrumenter - Finansielle forpliktelser, ekskl. derivater;NA
RF-1173;Næringsoppgave 4;Income Statement 4;2.73.0.00.00;Driftsinntekter eide eiendommer;NA
RF-1173;Næringsoppgave 4;Income Statement 4;2.78.0.80.00;Forvaltningshonorarer fra konsernselskaper;NA
RF-1173;Næringsoppgave 4;Income Statement 4;2.79.0.10.00;Andre driftsinntekter - Negativ goodwill innregnet i resultat;NA
RF-1173;Næringsoppgave 4;Income Statement 4;2.79.0.90.00;Andre driftsinntekter - Øvrige;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.11.6.10.00;Rentekostnader - Innskudd ;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.11.0.30.10;Rentekostnader - Obligasjoner med fortrinnsrett;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.11.0.30.90;Rentekostnader - Annen verdipapirgjeld;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.11.0.40.00;Rentekostnader - Finansielle derivater;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.11.0.50.00;Rentekostnader - Andre lån;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.11.0.90.00;Rentekostnader - Andre forpliktelser;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.13.0.00.00;Avgift til sikringsfondet;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.20.0.10.00;Provisjons- og gebyrkostnader, kurtasje - Betalingsformidling;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.20.0.20.00;Provisjons- og gebyrkostnader, kurtasje - Netto garantiprovisjonskostnader;NA
RF-1173;Næringsoppgave 4;Income Statement 4;4.20.0.90.00;Provisjons- og gebyrkostnader, kurtasje - Andre provisjoner og gebyrer;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.51.0.11.00;Lønns- og personalkostnader - Lønn og naturalytelser til ansatte, unntatt personalforsikringer;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.51.0.19.00;Lønns- og personalkostnader - Styrehonorarer, godtgjørelse for verv og andre avgiftspliktige honorarer;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.51.0.20.00;Lønns- og personalkostnader - Andre honorarer som klassifiseres som Lønn;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.51.0.30.00;Lønns- og personalkostnader - Pensjonskostnader;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.51.0.40.00;Lønns- og personalkostnader - Personalforsikringer;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.51.0.50.00;Lønns- og personalkostnader - Arbeidsgiveravgift og finansskatt;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.51.0.90.00;Lønns- og personalkostnader - Andre personalkostnader;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.71.0.10.00;Kostander til strøm, inkl. nettleie ;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.71.0.20.00;Kostander til forsikring;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.73.0.10.00;Driftskostnader eide  eiendommer - Reparasjon og vedlikehold;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.73.0.90.00;Driftskostnader eide  eiendommer - Andre, ekskl. strøm og forsikring;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.78.0.10.00;Andre kostnader til eksterne tjenester - Revisjon og regnskap;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.78.0.20.00;Andre kostnader til eksterne tjenester - Juridisk bistand;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.78.0.30.00;Andre kostnader til eksterne tjenester - IKT;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.78.0.40.00;Andre kostnader til eksterne tjenester - Salg, reklame og representasjon;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.78.0.71.00;Andre kostnader til eksterne tjenester - Leie av lokaler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.78.0.73.00;Andre kostnader til eksterne tjenester - Leie av maskiner, inventar og transportmidler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.78.0.80.00;Andre kostnader til eksterne tjenester - Forvaltningshonorarer til konsernselskaper;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.78.0.90.10;Honorarer til bemanningsselskaper, ikke betraktet som lønn;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.78.0.90.90;Andre kostnader til eksterne tjenester - Andre;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.79.0.10.00;Andre driftskostnader - Lisenser, programmer og annet IKT-utstyr;NA
RF-1173;Næringsoppgave 4;Income Statement 4;5.79.0.90.00;Andre driftskostnader - Øvrige;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.61.0.10.00;Avskrivning på ikke-finansielle eiendeler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.61.0.20.00;Nedskrivning på ikke-finansielle eiendeler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.61.0.40.00;Netto verdiendringer på ikke-finansielle eiendeler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.61.0.60.00;Gevinst/tap på ikke-finansielle eiendeler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.66.2.30.00;Kredittap på rentebærende omsettelige verdipapirer;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.66.3.50.11;Konstaterte tap på utlån balanseført til virkelig verdi;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.66.3.50.19;Øvrige kredittap på utlån balanseført til virkelig verdi;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.66.3.50.21;Konstaterte tap på utlån balanseført til amortisert kost;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.66.3.50.29;Øvrige kredittap på utlån balanseført til amortisert kost;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.68.7.86.00;Kredittap på ubenyttet utlånsramme;NA
RF-1173;Næringsoppgave 4;Income Statement 4;6.68.7.87.00;Kreditttap på garantier;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.80.0.10.00;Periodeskatt;NA
RF-1173;Næringsoppgave 4;Income Statement 4;7.80.7.89.00;Endring i forpliktelse ved utsatt skatt;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.91.0.10.00;Andre inntekter og kostnader som ikke blir omklassifisert - Fra egenkapitalinstrumenter;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.91.0.30.00;Andre inntekter og kostnader som ikke blir omklassifisert - Estimatendringer knyttet til ytelsesbaserte pensjonsordninger;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.91.0.60.00;Andre inntekter og kostnader som ikke blir omklassifisert - Fra andre finansielle eiendeler og forpliktelser;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.91.0.70.00;Andre inntekter og kostnader som ikke blir omklassifisert - Fra ikke-finansielle eiendeler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.91.7.89.00;Skatt på innt./kost. som ikke blir omklassifisert;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.92.0.20.00;Andre inntekter og kostnader som kan bli omklassifisert - Fra rentebærende verdipapirer;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.92.0.40.00;Andre inntekter og kostnader som kan bli omklassifisert - Effektiv andel av nettogevinster på sikringsinstrumenter i kontantstrømsikring;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.92.0.50.00;Andre inntekter og kostnader som kan bli omklassifisert - Netto valutakursgevinster ved omregning av utenlandsk virksomhet;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.92.0.60.00;Andre inntekter og kostnader som kan bli omklassifisert - Fra andre finansielle eiendeler og forpliktelser;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.92.0.70.00;Andre inntekter og kostnader som kan bli omklassifisert - Fra ikke-finansielle eiendeler;NA
RF-1173;Næringsoppgave 4;Income Statement 4;8.92.7.89.00;Skatt på innt./kost. som kan bli omklassifisert;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.01.0.00.00;Virkn. av endr. i regnskaps-prinsipper og korr. av feil i IB (kan være negativ);NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.03.0.10.00;Resultat hittil i år (negativ hvis underskudd);NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.03.0.90.00;Netto inntekt over utvidet resultat (OCI) (negativ hvis netto kostnad);NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.05.9.21.00;Emisjoner, tilbakekjøp, kapitalnedsettelser og andre endringer - Aksje-/eierandelskapital;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.05.9.25.00;Emisjoner, tilbakekjøp, kapitalnedsettelser og andre endringer - Fondsobligasjonskapital;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.08.0.10.00;Andre egenkapitaltransaksjoner  - Gaveutdeling;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.08.0.40.00;Andre egenkapitaltransaksjoner  - Renter på fondsobligasjonskapital;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.08.0.50.00;Andre egenkapitaltransaksjoner  - Utbytte/renter på eierandelskapital;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.08.0.60.10;Andre egenkapitaltransaksjoner  - Avgitt konsernbidrag               ;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.08.0.60.20;Andre egenkapitaltransaksjoner  - Mottatt konsernbidrag               ;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.08.0.70.00;Andre egenkapitaltransaksjoner - Kundeutbytte;NA
RF-1173;Næringsoppgave 4;Income Statement 4;9.08.0.90.00;Andre egenkapitaltransaksjoner  - Andre;NA
